0,1,2,3,4,5,6,7,8,9
752,1,12,27,15,35,10,6,38,40
2,1023,13,19,9,16,7,7,64,3
24,27,671,77,47,25,41,29,27,14
16,29,23,755,11,101,6,20,51,26
2,8,9,10,746,21,10,25,16,101
19,11,8,64,51,580,27,11,98,52
27,6,45,9,30,34,797,10,41,14
5,28,24,15,34,14,3,831,11,64
2,84,12,47,26,135,25,6,600,41
5,11,8,18,90,45,7,76,34,698
