0,1,2,3,4,5,6,7,8,9
860,0,14,6,5,8,14,8,20,1
0,1090,10,10,1,12,6,2,32,0
25,33,761,43,22,9,22,16,46,5
27,2,35,811,5,48,12,7,73,18
16,2,9,9,770,35,13,1,36,57
58,8,20,81,37,554,26,7,89,41
40,2,42,6,16,16,863,4,23,1
18,13,13,39,24,4,6,806,36,70
12,18,17,67,22,39,14,7,750,32
19,4,17,54,77,25,5,67,61,663
