0,1,2,3,4,5,6,7,8,9
838,0,11,12,5,20,6,5,39,0
0,1064,15,23,1,18,3,2,36,1
4,8,795,38,32,6,32,18,48,1
4,1,28,895,0,40,8,10,43,9
6,1,11,5,810,18,9,13,46,29
18,10,16,112,17,621,20,3,92,12
7,2,32,2,22,31,900,3,14,0
12,5,28,21,16,11,0,896,12,28
3,6,21,70,6,71,7,3,779,12
10,1,35,37,78,48,0,67,89,627
