0,1,2,3,4,5,6,7,8,9
877,0,5,5,4,2,7,4,32,0
0,1094,17,5,0,1,2,6,35,3
15,12,774,31,28,0,29,24,66,3
5,17,31,830,3,8,5,17,114,8
6,5,9,10,798,1,14,11,51,43
31,19,19,54,29,357,28,22,328,34
30,2,19,1,10,3,900,2,45,1
9,10,29,8,16,0,0,906,19,32
2,15,20,19,8,8,2,11,884,9
19,9,11,29,109,3,0,71,67,674
