0,1,2,3,4,5,6,7,8,9
860,0,8,8,5,19,11,2,21,2
0,1075,21,12,2,8,3,4,36,2
14,4,808,45,19,4,25,17,39,7
10,8,31,856,2,47,6,8,52,18
4,3,13,6,759,9,14,13,55,72
29,20,24,84,21,545,35,7,102,54
8,4,20,1,20,17,907,5,26,5
17,4,22,26,14,2,1,865,31,47
6,17,21,72,10,31,13,6,772,30
21,7,7,19,61,17,4,59,76,721
