0,1,2,3,4,5,6,7,8,9
703,1,19,41,1,63,40,6,59,3
0,1044,21,18,2,10,0,2,59,7
9,4,769,67,7,7,50,16,38,15
6,15,50,819,0,61,12,9,50,16
4,8,28,15,515,22,48,30,82,196
20,14,28,86,15,596,42,8,87,25
5,5,44,7,4,59,865,2,16,6
3,7,38,29,9,12,4,792,64,71
3,20,56,59,14,102,31,13,647,33
5,7,39,26,66,60,17,83,53,636
