0,1,2,3,4,5,6,7,8,9
785,0,30,7,8,32,15,7,51,1
0,1051,35,15,2,4,7,4,45,0
6,1,826,25,18,17,28,14,43,4
1,4,62,799,1,95,4,15,56,1
1,4,8,5,777,11,20,9,93,20
3,14,12,50,42,660,24,9,102,5
5,4,19,1,12,13,940,3,16,0
6,7,34,16,15,14,3,891,31,12
1,5,28,39,6,60,15,6,816,2
2,4,26,38,101,52,4,117,211,437
