0,1,2,3,4,5,6,7,8,9
741,3,26,22,13,43,21,9,37,21
0,1001,6,32,25,21,52,5,19,2
46,20,623,97,33,27,65,19,22,30
18,28,23,755,19,78,9,18,60,30
8,22,9,9,720,10,29,18,38,85
50,40,12,101,59,438,41,35,81,64
52,53,28,12,4,37,804,5,12,6
4,27,23,40,70,4,8,772,7,74
10,51,51,58,49,213,24,27,434,61
10,14,18,30,260,14,13,57,67,509
