0,1,2,3,4,5,6,7,8,9
839,0,12,3,4,59,5,1,7,6
0,1096,19,6,0,17,0,2,19,4
15,10,812,24,18,16,26,8,40,13
3,2,35,826,1,111,1,6,35,18
5,2,16,2,724,32,4,9,8,146
15,4,30,35,23,737,5,6,29,37
8,2,34,1,11,66,868,0,8,15
9,5,22,8,20,8,1,866,5,85
3,17,20,59,4,208,6,6,603,52
9,2,9,9,29,31,0,24,9,870
