0,1,2,3,4,5,6,7,8,9
821,1,18,11,7,46,14,4,8,6
0,1075,22,20,3,7,6,7,19,4
13,8,734,60,16,10,78,31,18,14
1,9,30,899,3,29,9,16,14,28
15,5,15,4,736,27,17,27,20,82
25,17,25,109,28,559,31,12,59,56
19,2,16,3,11,46,896,6,10,4
11,7,17,19,22,5,2,842,12,92
21,31,49,65,9,150,34,14,516,89
11,7,27,24,85,23,3,57,13,742
