0,1,2,3,4,5,6,7,8,9
825,0,7,20,2,49,15,5,13,0
0,1056,9,19,0,30,1,2,41,5
9,8,765,48,31,18,34,14,51,4
14,13,21,862,2,63,5,7,42,9
2,2,7,9,771,38,19,19,21,60
7,9,7,73,25,709,11,8,61,11
7,3,13,4,18,38,912,1,17,0
6,5,17,24,6,16,2,890,16,47
1,12,6,60,9,135,14,8,726,7
1,5,14,34,78,53,1,122,52,632
