0,1,2,3,4,5,6,7,8,9
850,0,18,19,5,2,17,2,23,0
1,1085,17,13,0,1,4,3,37,2
9,13,797,34,26,1,38,16,47,1
2,3,31,898,1,3,12,7,76,5
3,8,6,7,800,0,7,9,60,48
21,7,32,156,28,186,48,13,417,13
5,4,24,4,25,1,907,4,38,1
6,9,35,18,9,0,2,913,26,11
2,11,29,57,13,2,10,8,834,12
11,2,14,39,202,4,5,102,165,448
