0,1,2,3,4,5,6,7,8,9
645,0,102,40,13,14,42,49,30,1
7,1023,27,35,3,4,3,15,43,3
7,29,697,42,31,6,34,56,48,32
20,25,74,663,13,56,15,45,46,81
4,12,28,20,513,19,47,12,112,181
50,48,38,269,111,139,33,27,141,65
14,20,88,21,88,31,687,14,38,12
13,11,34,25,64,4,17,698,77,86
12,96,152,87,14,47,24,7,473,66
7,17,32,69,107,21,36,67,149,487
