0,1,2,3,4,5,6,7,8,9
867,0,21,4,4,26,12,2,0,0
0,1101,27,1,5,18,2,2,7,0
7,7,876,4,19,7,34,15,10,3
12,11,87,740,3,143,4,17,16,5
3,2,12,4,874,21,11,5,3,13
24,11,25,28,17,763,34,8,5,6
16,3,23,0,15,20,933,1,0,2
9,9,25,1,32,11,3,922,3,14
8,20,133,31,18,245,16,21,485,1
9,6,38,16,317,102,1,118,7,378
