0,1,2,3,4,5,6,7,8,9
732,1,36,7,4,85,20,13,30,8
0,1070,22,22,1,9,12,6,18,3
27,35,683,37,32,11,52,34,58,13
23,5,51,718,3,72,46,38,47,35
8,19,35,7,691,38,31,11,32,76
35,27,10,133,44,501,38,26,54,53
19,9,40,4,16,43,838,12,31,1
33,28,40,10,23,5,7,779,16,88
7,49,27,81,17,200,10,34,501,52
30,33,39,18,125,24,8,57,91,567
