0,1,2,3,4,5,6,7,8,9
795,1,29,11,11,18,31,1,33,6
0,1057,5,18,10,15,5,4,48,1
12,29,699,48,32,2,61,22,70,7
6,4,25,803,2,39,16,14,103,26
5,5,15,14,739,16,21,22,29,82
28,16,7,102,38,530,29,12,131,28
6,5,21,7,68,18,862,1,21,4
15,13,13,28,43,6,1,861,10,39
1,38,6,85,15,52,21,14,701,45
11,8,24,46,147,24,2,72,38,620
