Players,C,epsilon,lr,batch_size,epochs,rounds,order,precision
3,50,0.1,0.3,20000,50,1,1,0.5828
3,50,0.2,0.3,20000,50,1,1,0.6976
3,50,0.30000000000000004,0.3,20000,50,1,1,0.7452
3,50,0.4,0.3,20000,50,1,1,0.7798
3,50,0.5,0.3,20000,50,1,1,0.7998
3,50,0.6000000000000001,0.3,20000,50,1,1,0.8204
3,50,0.7000000000000001,0.3,20000,50,1,1,0.8276
3,50,0.8,0.3,20000,50,1,1,0.8184
3,50,0.9,0.3,20000,50,1,1,0.804
3,50,1.0,0.3,20000,50,1,1,0.7948
