0,1,2,3,4,5,6,7,8,9
838,1,22,7,2,18,16,3,24,5
0,1086,36,3,3,4,6,8,14,3
45,24,741,46,24,12,38,24,26,2
13,16,97,711,14,78,26,30,34,19
9,7,16,4,785,13,40,15,6,53
35,25,56,49,53,554,47,15,64,23
38,7,71,5,10,18,837,4,22,1
3,9,35,8,31,7,7,852,6,71
14,58,139,68,63,73,37,17,470,39
5,8,22,25,198,24,21,95,16,578
