0,1,2,3,4,5,6,7,8,9
845,0,12,6,13,2,19,13,25,1
0,1088,9,11,3,4,3,5,39,1
3,11,772,36,15,1,40,18,79,7
7,8,32,840,4,22,10,18,75,22
9,1,6,2,811,2,17,12,31,57
36,18,15,100,52,484,36,16,145,19
10,3,22,3,27,4,926,2,14,2
15,10,26,1,22,2,0,887,17,49
3,19,8,28,17,23,9,8,857,6
8,4,9,24,101,11,2,80,59,694
