0,1,2,3,4,5,6,7,8,9
849,1,17,12,4,20,10,7,15,1
0,1091,12,8,3,17,5,3,22,2
23,5,786,52,22,3,53,18,15,5
6,6,47,869,2,62,9,9,21,7
4,2,22,10,789,14,30,15,22,40
17,22,46,70,24,653,28,11,38,12
8,3,35,1,11,24,899,8,24,0
6,5,40,18,15,10,2,903,7,23
7,19,59,101,11,131,24,16,606,4
10,5,21,49,131,77,1,117,28,553
