0,1,2,3,4,5,6,7,8,9
636,3,19,20,0,179,59,6,10,4
2,943,45,51,2,6,30,23,57,4
81,48,473,56,12,81,88,29,78,36
61,51,91,505,11,148,19,44,86,22
26,8,14,51,588,23,45,20,15,158
103,20,44,190,47,275,50,26,115,51
26,46,49,27,42,34,759,5,16,9
46,24,101,42,29,16,21,694,7,49
17,52,111,100,12,97,39,31,474,45
51,5,18,50,156,26,20,162,23,481
