0,1,2,3,4,5,6,7,8,9
822,0,13,16,4,16,26,5,16,18
1,1075,16,22,2,15,9,4,12,7
61,24,654,56,37,14,63,31,32,10
48,15,76,670,0,103,24,16,70,16
9,8,10,10,681,40,62,26,23,79
70,9,39,55,19,515,20,9,148,37
36,3,36,7,81,21,738,16,69,6
19,22,43,22,22,29,3,798,8,63
14,31,29,58,6,185,56,19,505,75
18,5,5,11,96,138,24,130,47,518
