0,1,2,3,4,5,6,7,8,9
849,1,14,8,9,28,4,5,1,17
0,1094,19,13,1,10,5,3,7,11
15,6,761,45,28,10,58,39,11,9
15,9,46,835,5,73,4,13,11,27
23,1,24,2,697,40,13,5,3,140
36,36,25,44,40,606,28,5,23,78
16,2,28,2,9,35,888,1,1,31
12,12,33,5,26,5,1,844,3,88
11,43,92,54,13,216,23,8,363,155
12,5,15,20,39,21,1,17,1,861
