0,1,2,3,4,5,6,7,8,9
868,0,6,3,3,2,9,4,39,2
0,1053,12,3,0,1,1,2,86,5
9,11,741,21,23,0,43,24,92,18
10,6,26,815,2,20,10,10,120,19
6,0,6,2,772,0,12,4,47,99
30,11,12,48,33,380,27,8,333,39
8,0,24,1,3,4,929,1,36,7
9,6,10,0,23,0,0,879,21,81
3,5,7,17,9,5,7,7,900,18
5,2,3,11,43,2,3,27,49,847
