0,1,2,3,4,5,6,7,8,9
880,0,8,10,4,2,6,3,23,0
0,1081,9,14,1,1,2,5,50,0
8,8,783,42,23,2,39,21,55,1
8,2,19,918,2,9,10,14,54,2
5,1,3,6,863,0,9,6,51,4
43,8,9,164,30,339,28,16,276,8
10,4,10,5,10,2,948,2,21,1
2,6,17,14,21,1,2,945,12,9
4,13,7,48,11,5,4,6,880,0
11,4,14,49,253,3,0,161,186,311
