0,1,2,3,4,5,6,7,8,9
795,0,22,1,5,23,20,4,61,5
0,975,4,55,0,16,5,7,99,2
13,29,637,90,19,7,73,8,85,21
23,15,28,806,6,27,10,21,75,27
2,10,15,2,717,11,11,35,71,74
42,15,11,78,41,496,23,34,137,44
6,13,35,7,17,23,828,2,74,8
17,16,28,52,30,3,1,769,44,69
13,31,14,61,18,25,15,9,767,25
7,7,8,23,169,6,4,66,75,627
