0,1,2,3,4,5,6,7,8,9
889,0,8,6,1,0,6,1,23,2
2,1080,18,13,2,2,1,2,40,3
12,11,801,26,25,0,31,11,57,8
13,6,25,888,1,9,7,8,60,21
10,0,11,13,809,0,9,2,29,65
23,17,29,136,19,414,20,2,218,43
16,9,17,7,18,2,910,1,28,5
7,5,19,13,21,2,0,856,23,83
11,16,35,41,6,10,3,2,824,30
9,2,11,30,60,6,0,23,40,811
