0,1,2,3,4,5,6,7,8,9
828,0,7,3,3,12,13,12,55,3
1,1091,2,8,1,6,2,5,41,6
12,12,715,45,23,1,30,34,77,33
11,13,10,802,1,41,4,15,118,23
4,2,6,2,694,3,12,6,57,162
16,11,7,65,55,489,18,11,199,50
12,3,15,1,17,12,905,1,42,5
8,11,8,7,11,3,1,814,29,137
3,26,4,18,18,30,7,7,831,34
7,5,13,7,38,8,1,31,43,839
