0,1,2,3,4,5,6,7,8,9
764,0,8,6,7,58,26,7,52,8
1,925,34,129,2,11,21,7,30,3
31,16,711,37,43,8,61,16,46,13
60,15,119,582,18,90,22,27,41,64
14,4,6,23,576,31,42,40,36,176
25,10,29,84,15,526,35,33,110,54
10,18,84,25,68,93,677,1,35,2
31,5,34,54,23,10,11,614,63,184
15,29,85,110,9,124,7,23,538,38
15,1,19,53,48,29,15,58,74,680
