0,1,2,3,4,5,6,7,8,9
850,0,22,16,3,15,11,3,16,0
0,1092,11,11,2,5,3,5,33,1
10,19,798,43,18,3,45,14,28,4
5,8,32,894,0,28,9,10,41,11
3,3,21,3,781,9,20,11,29,68
27,14,22,73,27,632,21,16,75,14
9,2,18,1,5,18,945,1,14,0
8,8,28,9,18,3,0,901,5,49
1,13,26,52,8,57,9,10,782,20
10,4,17,16,73,21,3,65,59,724
