0,1,2,3,4,5,6,7,8,9
673,3,21,77,14,48,73,9,12,6
5,704,80,179,20,5,75,11,77,7
56,42,636,63,48,24,33,44,13,23
11,20,63,699,47,122,22,21,16,17
61,60,12,43,295,9,91,47,9,321
93,53,21,146,119,289,88,6,83,23
94,23,31,15,85,7,706,24,12,16
11,34,42,51,96,8,12,665,28,82
55,95,123,124,85,68,23,36,342,27
24,22,20,69,283,32,27,111,95,309
