0,1,2,3,4,5,6,7,8,9
782,2,11,54,4,37,26,5,11,4
0,1114,11,7,1,6,5,8,4,7
21,71,665,68,15,4,70,19,26,23
2,13,31,877,3,40,7,11,5,49
7,2,24,8,755,23,17,10,6,96
27,44,17,154,17,564,31,8,27,32
20,3,42,8,16,16,893,2,9,4
6,30,19,12,36,16,3,846,2,59
6,109,28,141,15,180,16,9,391,83
16,8,11,36,103,56,10,76,10,666
