0,1,2,3,4,5,6,7,8,9
798,0,20,19,3,33,27,3,33,0
0,1080,13,2,0,10,2,3,45,8
13,13,752,24,46,10,55,9,54,6
5,6,36,803,5,65,12,8,79,19
3,2,7,3,769,14,20,14,31,85
5,12,17,58,34,620,41,3,90,41
8,3,29,0,18,11,915,2,21,6
13,6,27,16,22,7,0,827,28,83
1,9,26,25,30,95,13,12,745,22
7,3,6,15,83,37,3,39,50,749
