0,1,2,3,4,5,6,7,8,9
899,0,12,5,1,4,7,4,2,2
1,1113,23,8,1,5,3,4,5,0
16,15,840,16,18,0,42,23,9,3
6,7,51,906,1,17,5,23,7,15
4,2,8,16,854,3,18,9,5,29
54,14,29,158,34,532,31,21,27,21
17,3,21,3,5,4,959,0,1,0
5,10,20,13,13,1,0,948,0,19
13,32,100,157,14,63,23,35,521,20
12,5,21,40,121,10,0,133,3,647
